         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:648(_simple_new)
      106    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\inference.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\copy.py:182(_deepcopy_atomic)
       84    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pytz\lazy.py:149(lazy)
       64    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\groupby\ops.py:544(BaseGrouper)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\callbacks\base.py:116(on_predict_batch_end)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:3065(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pytz\lazy.py:118(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:384(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pytz\lazy.py:172(<listcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:322(field)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\contextlib.py:404(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        6    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\model.py:412(_smart_load)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:86(_str_smallest_subnormal)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       64    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:437(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_testing\__init__.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\sql.py:1542(SQLDatabase)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\compat\_optional.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:344(_tuple_str)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\storage.py:345(_dtype_to_storage_type_map)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_strptime.py:95(__calc_am_pm)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\ImageMode.py:25(__init__)
      104    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:1740(<listcomp>)
       85    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\typing_extensions.py:199(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\group-f\src\main\DirectionalPIDController.py:40(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\plotting\_misc.py:608(_Options)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\threading.py:757(_newname)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\linalg\linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\parsers\python_parser.py:69(PythonParser)
        7    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:2194(_stack_arrays)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\multiprocessing\context.py:41(cpu_count)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_testing\compat.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:78(_check_methods)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\encodings\unicode_escape.py:37(getregentry)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\base.py:52(DataManager)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\frame.py:654(_constructor_sliced_from_mgr)
       42    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\_base.py:942(ExcelWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\construction.py:849(_list_to_arrays)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:2180(construct_from_string)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\zoneinfo\_tzpath.py:5(reset_tzpath)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1789(construct_from_string)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexing.py:709(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\array_algos\putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\utils\_contextlib.py:141(clone)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\data\loaders.py:417(__iter__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\apply.py:1395(ResamplerWindowApply)
        4    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\locale.py:469(_parse_localename)
       11    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\dataclasses.py:416(_field_init)
        9    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\enum.py:197(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\ctypes\__init__.py:391(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sysconfig.py:163(_extend_dict)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\version\__init__.py:521(_cmpkey)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\generic.py:274(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\linalg\linalg.py:197(_assert_2d)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\tseries\offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\arrays\__init__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\fromnumeric.py:2687(_max_dispatcher)
       50    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\platform.py:1119(python_version)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\_asarray.py:27(require)
        3    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexers\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\contextlib.py:75(__call__)
       56    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\accessors.py:157(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\reshape\merge.py:710(_MergeOperation)
       25    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\models\yolo\model.py:11(task_map)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\pytables.py:485(HDFStore)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\array_algos\masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.to_object_array}
       30    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\inspect.py:159(isfunction)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\textwrap.py:146(_munge_whitespace)
       25    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\ImageFile.py:300(load_end)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\nn\autobackend.py:466(warmup)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\managers.py:97(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\boolean.py:238(BooleanArray)
        2    0.000    0.000    0.000    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:440(_bytes_to_codes)
       57    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\activation.py:395(extra_repr)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\api.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3430(register_mime)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\util\numba_.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\base.py:41(ExtensionDtype)
       15    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:332(construct_from_string)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\GifImagePlugin.py:63(GifImageFile)
        1    0.000    0.000    0.000    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\spss.py:1(<module>)
